"Image.Id.","Gene.Description"
809513,"thymus specific serine peptidase"
504207,"putative c-Myc-responsive"
810448,"ESTs"
810402,"ESTs, Weakly similar to veli 1 [H.sapiens]"
782503,"Homo sapiens clone 23716 mRNA sequence"
795277,"ESTs"
809383,"ESTs, Weakly similar to angiopoietin Y1 [H.sapiens]"
809815,"CD39-like 2"
810483,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 16"
503033,"ESTs"
